Lead_ID,Lead_Date,Company_Name,Region,City,Equipment_Type,Lead_Source,Sales_Rep,Current_Stage,Quotation_Date,Negotiation_Date,Closing_Date,Deal_Value_IDR,Lost_At_Stage,Lost_Reason,Stage_Order,Reached_Lead,Reached_Quotation,Reached_Negotiation,Reached_Closed_Won
LD-0323,2023-11-04,PT Mitra Konstruksi 324   ,Sumatra,Batam   ,Scissor  Lift,WhatsApp,Andi  Pratama,Closed Won,2023-11-10,2023-11-12,23-Nov-2023,19100000.0,,,4,1,1,1,1
LD-0048,2022-10-15,PT Mitra Konstruksi 049,Jawa,Bandung,Boom Lift,WhatsApp,Dewi Lestari,Lead In,,,,,,,1,1,0,0,0
LD-0400,2024-02-24,PT Mitra Konstruksi 401,Bali,Badung,Telehandler,Google Ads,Eko Kurniawan,Closed Lost,2024-02-26,2024-02-29,,,Negotiation,No response / went cold,5,1,1,1,0
LD-1025,2026-07-31,PT Mitra Konstruksi 1026,Jawa,Bandung,Scissor Lift,Google Ads,Budi Santoso,Closed Lost,2026-08-02,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0854,2025-11-22,PT Mitra Konstruksi 855,Jawa,Gresik,Boom Lift,Website,Andi Pratama,Closed Lost,2025-11-24,2025-11-26,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0606,2024-12-29,PT Mitra Konstruksi 607,jawa,Semarang,telehandler,website,Rina Wulandari,closed lost,2025-01-01,2025-01-05,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0798,2025-08-12,PT Mitra Konstruksi 799,Jawa,Bandung,Crane,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0818,2025-09-26,PT Mitra Konstruksi 819,Sumatra,Palembang,boom lift,whatsapp,VINO JAYRASTA,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0908,2026-02-01,PT Mitra Konstruksi 909,Jawa,Semarang,Boom Lift,Email,Sari Rahmawati,Closed Lost,2026-02-07,2026-02-10,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0824,2025-10-12,PT Mitra Konstruksi 825,Jawa,Surabaya,boom lift,WA,Vino J.,Lead In,,,,,,,1,1,0,0,0
LD-0723,08-Apr-2025,PT Mitra Konstruksi 724,Bali,Gianyar,Boom Lift,WhatsApp,Eko Kurniawan,Closed Lost,2025-04-09,16-Apr-2025,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0854,2025-11-22,PT Mitra Konstruksi 855,Jawa,Gresik,Boom Lift,Website,Andi Pratama,Closed Lost,2025-11-24,2025-11-26,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0478,14-Jun-2024,PT Mitra Konstruksi 479,Sumatra,Batam,Boom Lift,Google Ads,Budi Santoso,Closed Won,2024-06-16,24-Jun-2024,02-Jul-2024,9400000.0,,,4,1,1,1,1
LD-0650,2025-01-18,PT Mitra Konstruksi 651,Jawa,Semarang,Boom Lift,Referral,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-1009,2026-06-04,PT Mitra Konstruksi 1010,Jawa,Jakarta,carmix,WEBSITE,Rina Wulandari,closed lost,2026-06-09,2026-06-14,,,Negotiation,Price too high,5,1,1,1,0
LD-0775,2025-07-02,PT Mitra Konstruksi 776,Bali,Denpasar,Telehandler,Referral,Rina Wulandari,Closed Won,2025-07-08,2025-07-17,2025-07-20,-14800000.0,,,4,1,1,1,1
LD-0869,2025-12-14,PT Mitra Konstruksi 870,Jawa,Jakarta,Boom Lift,Website,Andi Pratama,Closed Lost,15/12/2025,2025-12-20,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0918,2026-02-26,PT Mitra Konstruksi 919,Jawa,Jakarta,Telehandler,Referral,Vino Jayrasta,Closed Lost,2026-02-27,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0044,2022-10-11,PT Mitra Konstruksi 045,Sumatra,Medan,Crane,WhatsApp,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0334,2023-11-17,PT Mitra Konstruksi 335,Bali,Gianyar,Scissor Lift,Google Ads,Andi Pratama,Closed Lost,2023-11-21,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0347,26-Dec-2023,PT Mitra Konstruksi 348,Jawa,Bandung,Telehandler,Website,Sari Rahmawati,Closed Lost,01-Jan-2024,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0941,2026-03-18,PT Mitra Konstruksi 942,JAWA,Semarang,Boom Lift,WHATSAPP,Budi Santoso,CLOSED LOST,21.03.2026,2026-03-27,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0235,2023-07-18,PT Mitra Konstruksi 236,Jawa,Semarang,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0760,26-Jun-2025,PT Mitra Konstruksi 761,Sumatra,Medan,Telehandler,whatsapp,Vino Jayrasta,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0192,2023-05-30,PT Mitra Konstruksi 193,JAWA,Jakarta,SKYLIFT,Google Ads,Andi Pratama,Closed Lost,2023-06-03,2023-06-08,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0763,2025-06-28,PT Mitra Konstruksi 764,Sumatra,Medan,Skylift,Email,Andi Pratama,Closed Lost,2025-06-29,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0128,2023-02-09,PT Mitra Konstruksi 129,Jawa,Bandung,Skylift,Website,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1002,2026-06-28,PT Mitra Konstruksi 1003,Jawa,Bandung,Boom Lift,WhatsApp,Dewi Lestari,Closed Lost,2026-07-04,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0961,2026-04-29,PT Mitra Konstruksi 962,Jawa,Bandung,Boom Lift,Google Ads,Rina Wulandari,Closed Lost,2026-05-03,2026-05-06,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0690,2025-03-28,PT Mitra Konstruksi 691,Jawa,Gresik,Crane,Whats App,Fajar Nugroho,Closed Lost,2025-04-03,2025-04-07,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0134,2023-02-06,PT Mitra Konstruksi 135,jawa,Gresik,Boom Lift,Whatsapp,Vino Jayrasta,CLOSED LOST,2023-02-10,2023-02-16,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0501,2024-07-23,PT Mitra Konstruksi 502,Jawa,BANDUNG,Skylift,Google Ads,Vino Jayrasta,Closed Won,2024-07-26,2024-07-29,2024-08-07,29500000.0,,,4,1,1,1,1
LD-0792,2025-08-30,PT Mitra Konstruksi 793,Jawa,Bandung,Telehandler,WA,Budi Santoso,Closed Won,2025-08-31,07.09.2025,2025-09-11,34353.0,,,4,1,1,1,1
LD-0315,2023-11-04,PT Mitra Konstruksi 316,Sumatra,Medan,TELEHANDLER,REFERRAL,Eko Kurniawan,CLOSED LOST,06-Nov-2023,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0974,2026-05-18, PT Mitra Konstruksi 975 ,Sumatra,Palembang,Boom  Lift,Google Ads, Andi Pratama ,Closed Lost,2026-05-20,2026-05-22,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0657,2025-01-14,PT Mitra Konstruksi 658,Bali,Denpasar,Boom Lift,WhatsApp,Dewi Lestari,Closed Won,2025-01-16,2025-01-18,2025-01-27,26900000.0,,,4,1,1,1,1
LD-0431,23.04.2024,PT Mitra Konstruksi 432,jawa,Sidoarjo,telehandler,whatsapp,Andi Pratama,closed lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0430,2024-04-14,PT Mitra Konstruksi 431,Jawa,Bandung,Skylift,Website,Fajar Nugroho,Closed Lost,17/04/2024,2024-04-23,,,Negotiation,Price too high,5,1,1,1,0
LD-1015,2026-07-15,  PT Mitra Konstruksi 1016,Sumatra, Palembang ,Tele Handler,web site,Andi P,Closed Lost,2026-07-20,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0314,2023-11-27,PT Mitra Konstruksi 315,Sumatra,Medan,Boom Lift,Google Ads,Sari Rahmawati,Closed Lost,2023-12-03,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0633,28-Jan-2025,PT Mitra Konstruksi 634,Jawa,Semarang,Carmix,google ads,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0576,2024-10-30, PT Mitra Konstruksi 577 ,Jawa,Gresik   ,Scissor Lift   ,E-mail,Budi  Santoso,Closed Lost,2024-11-03,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0029,2022-09-14,PT Mitra Konstruksi 030,Sumatra,Batam,Carmix,whatsapp,Andi P,Closed Won,2022-09-15,2022-09-24,2022-10-05,,,,4,1,1,1,1
LD-0778,2025-07-12,PT Mitra Konstruksi 779,Bali,Gianyar,Crane,Email,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0158,2023-03-24,PT Mitra Konstruksi 159,Jawa,Semarang,Boomlift,WA,andi pratama,Closed Lost,29-Mar-2023,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0491,2024-06-13,PT Mitra Konstruksi 492,Sumatra,Medan,Skylift,Referral,Vino Jayrasta,Closed Lost,2024-06-19,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0547,2024-09-17,PT Mitra Konstruksi 548,Jawa,Gresik,Boom Lift,WhatsApp,Dewi Lestari,Closed Lost,2024-09-18,2024-09-25,,,Negotiation,Price too high,5,1,1,1,0
LD-0689,2025-03-15,PT Mitra Konstruksi 690,Sumatra,Batam,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,2025-03-17,2025-03-21,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0132,22.02.2023,PT Mitra Konstruksi 133,Sumatra,Palembang,Telehandler,WhatsApp,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0781,2025-07-16,PT Mitra Konstruksi 782,Jawa,Surabya,Crane,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0332,2023-11-02,PT Mitra Konstruksi 333,Bali,Gianyar,Scissor Lift,Referral,Dewi Lestari,Lead In,,,,,,,1,1,0,0,0
LD-0619,2024-12-25,PT Mitra Konstruksi 620,Jawa,Surabya,Scissor Lift,WhatsApp,Andi Pratama,Closed Lost,2024-12-31,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0027,2022-09-22,PT Mitra Konstruksi 028,Sumatra,Batam,Crane,Google Ads,Budi Santoso,Closed Won,2022-09-27,2022-10-06,2022-10-10,27500000.0,,,4,1,1,1,1
LD-0429,2024-04-22,PT Mitra Konstruksi 430,Jawa,Bandung,Crane,WhatsApp,Vino Jayrasta,Closed Won,2024-04-27,29.04.2024,2024-05-06,28600000.0,,,4,1,1,1,1
LD-0638,2025-01-03,PT Mitra Konstruksi 639,Bali,Gianyar,Boom Lift,Google Ads,Vino Jayrasta,Closed Lost,2025-01-05,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0562,2024-10-11,PT Mitra Konstruksi 563,Jawa,Gresik,Boom Lift,Website,Budi Santoso,Closed Won,2024-10-16,2024-10-19,2024-10-25,10500000.0,,,4,1,1,1,1
LD-0919,2026-02-11,PT Mitra Konstruksi 920,jawa,Bandung,SCISSOR LIFT,Referral,Budi Santoso,Closed Won,2026-02-16,2026-02-19,26/02/2026,6900000.0,,,4,1,1,1,1
LD-0873,2025-12-16,PT Mitra Konstruksi 874,Sumatra,Batam,Boom Lift,WhatsApp,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0995,2026-06-28,PT Mitra Konstruksi 996,Jawa,Semarrang,Crane,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0396,2024-02-12,PT Mitra Konstruksi 397,Sumatra,Palembang,TELEHANDLER,WHATSAPP,Rina Wulandari,Closed Lost,2024-02-16,2024-02-20,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0536,2024-09-24,PT Mitra Konstruksi 537,Jawa,Surabaya,Carmix,WhatsApp,Budi Santoso,Closed Won,2024-09-30,2024-10-08,2024-10-15,16000000.0,,,4,1,1,1,1
LD-0676,2025-02-13,PT Mitra Konstruksi 677,Sumatra,Batam,Carmix,Referral,Fajar Nugroho,Closed Won,2025-02-17,2025-02-20,23.02.2025,37500000.0,,,4,1,1,1,1
LD-0855,2025-11-25,PT Mitra Konstruksi 856,Sumatra,Batam,Skylift,WhatsApp,Andi Pratama,Closed Lost,2025-11-26,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0566,25-Oct-2024,PT Mitra Konstruksi 567,Bali,Denpasar,Scissor Lift,WhatsApp,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0705,2025-04-08,PT  Mitra Konstruksi 706,Jawa, Jakarta ,  SKYLIFT,Email,  Budi Santoso,closed lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0306,2023-10-08,PT Mitra Konstruksi 307,Bali,Denpasar,Boom Lift,WhatsApp,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0479,2024-06-17,PT Mitra Konstruksi 480,Sumatra,Medan,Boom Lift,WhatsApp,Budi Santoso,Closed Won,2024-06-20,2024-06-22,2024-07-05,19900000.0,,,4,1,1,1,1
LD-0975,2026-05-23,PT Mitra Konstruksi 976,Jawa,Bandung,Carmix,email,RINA WULANDARI,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0655,2025-01-11,PT  Mitra Konstruksi 656,Jawa,Sidoarjo,Sky Lift,whatsapp,Rina W.,Closed Lost,2025-01-16,2025-01-18,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0896,2026-01-08,PT Mitra Konstruksi 897,jawa,Sidoarjo,SCISSOR LIFT,email,andi pratama,closed lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0521,2024-08-23,PT Mitra Konstruksi 522,Jawa,Gresik,Skylift,Google Ads,Rina Wulandari,Closed Lost,2024-08-26,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0418,2024-03-14,PT Mitra Konstruksi 419,Bali,Gianyar,Boom Lift,WhatsApp,Fajar Nugroho,Closed Lost,2024-03-15,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0900,31/01/2026,PT Mitra Konstruksi 901,jawa,Jakarta,TELEHANDLER,Google Ads,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0056,2022-10-03,PT Mitra Konstruksi 057,Sumatra,Medan,Telehandler,Referral,Vino Jayrasta,Closed Won,2022-10-07,2022-10-10,2022-10-21,16600000.0,,,4,1,1,1,1
LD-0052,12/10/2022,PT Mitra Konstruksi 053,Jawa,Gresik,boom lift,WA,Rina W.,Closed Lost,2022-10-14,2022-10-17,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0612,2024-12-10,PT Mitra Konstruksi 613,Jawa,Surabya,Boom Lift,Website,Dewi Lestari,Closed Lost,2024-12-15,2024-12-24,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0942,2026-03-17,PT Mitra Konstruksi 943,Jawa,Jakarta,Skylift,Website,Andi Pratama,Closed Lost,2026-03-23,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0531,2024-08-31,PT Mitra Konstruksi 532,Jawa,Jakarta,Scissor Lift,WhatsApp,Rina Wulandari,Closed Won,2024-09-04,2024-09-12,19/09/2024,15900000.0,,,4,1,1,1,1
LD-0142,2023-02-15,PT Mitra Konstruksi 143,Bali,Gianyar,Skylift,Email,Fajar Nugroho,Closed Lost,2023-02-21,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0794,2025-08-22,PT Mitra Konstruksi 795,Jawa,Surabaya,Scissor Lift,Google Ads,Rina Wulandari,Closed Lost,2025-08-24,02-Sep-2025,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0255,2023-08-02,PT Mitra Konstruksi 256,Jawa,Gresik,Crane,Google Ads,Dewi Lestari,Closed Lost,2023-08-03,2023-08-09,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0517,2024-08-13,PT Mitra Konstruksi 518,Sumatra,Palembang,Crane,WhatsApp,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0413,2024-03-11,PT Mitra Konstruksi 414,Jawa,Surabaya,Scissor Lift,Google Ads,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0357,2024-01-11,PT Mitra Konstruksi 358   ,Jawa,Jakarta   ,Boom  Lift,WhatsApp, Dewi Lestari ,Closed Won,2024-01-12,2024-01-19,2024-01-25,30600000.0,,,4,1,1,1,1
LD-0247,2023-08-14,PT Mitra Konstruksi 248,Sumatra,Batam,Boom Lift,Website,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0291,2023-10-31,PT Mitra Konstruksi 292,Jawa,Jakarta,Scissor Lift,WhatsApp,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0032,2022-09-26,PT Mitra Konstruksi 033,Jawa,Jakarta,Crane,Google Ads,Dewi Lestari,Lead In,,,,,,,1,1,0,0,0
LD-0501,2024-07-23,PT Mitra Konstruksi 502,Jawa,Bandung,Skylift,Google Ads,Vino Jayrasta,Closed Won,2024-07-26,2024-07-29,2024-08-07,29500000.0,,,4,1,1,1,1
LD-0280,2023-09-07,PT Mitra Konstruksi 281,Sumatra,Batam,Boom Lift,Email,Rina Wulandari,Lead In,,,,,,,1,1,0,0,0
LD-0476,2024-06-17,PT Mitra Konstruksi 477,Bali,Badung,ScissorLift,Refferal,Andi P,Closed Won,21-Jun-2024,2024-06-23,2024-06-30,13000000.0,,,4,1,1,1,1
LD-0917,2026-02-17,PT Mitra Konstruksi 918,Jawa,Semarang,Scissor Lift,WhatsApp,Dewi Lestari,Closed Lost,2026-02-20,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0560,2024-10-19,PT Mitra Konstruksi 561,Jawa,Bandung,Scissor Lift,Google Ads,Vino Jayrasta,Closed Lost,2024-10-23,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0304,2023-10-10,PT Mitra Konstruksi 305,Bali,Badung,Scissor Lift,WhatsApp,Rina Wulandari,Closed Lost,2023-10-11,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0590,2024-11-30,PT Mitra Konstruksi 591,Jawa,Jakarta,Crane,website,SARI RAHMAWATI,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0330,2023-11-30,PT Mitra Konstruksi 331,JAWA,Gresik,SKYLIFT,google ads,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0907,2026-02-10,PT Mitra Konstruksi 908,Jawa,Gresik,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0999,2026-06-25,PT Mitra Konstruksi 1000,Jawa,Semarang,Crane,Website,Budi Santoso,Closed Lost,2026-07-01,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0274,2023-09-01,PT Mitra Konstruksi 275,Jawa,Bandung,Scissor Lift,Google Ads,Rina Wulandari,Closed Lost,2023-09-02,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0456,2024-05-13,PT  Mitra Konstruksi 457,Jawa,Gresik,SKYLIFT,google ads, Budi Santoso ,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0467,2024-05-27,PT Mitra Konstruksi 468,Jawa,Surabaya,Scissor Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0906,2026-02-01,PT Mitra Konstruksi 907,Bali,Denpasar,ScissorLift,Whats App,budi santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0601,2024-11-17,PT Mitra Konstruksi 602   ,Jawa,Sidoarjo   , Scissor Lift ,Website,Dewi  Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0354,2024-01-14,PT Mitra Konstruksi 355,Jawa,Semarang,Scissor Lift,Referral,Budi Santoso,Closed Lost,15.01.2024,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-1011,2026-07-01,PT Mitra Konstruksi 1012,Sumatra,Palembang,Boom Lift,WhatsApp,Fajar Nugroho,Closed Won,03/07/2026,2026-07-07,2026-07-12,11800000.0,,,4,1,1,1,1
LD-0073,2022-11-14,PT Mitra Konstruksi 074,Bali,Denpassar,TELEHANDLER,WHATSAPP,Rina Wulandari,closed won,2022-11-19,2022-11-27,2022-12-05,24000000.0,,,4,1,1,1,1
LD-0581,2024-10-27,PT Mitra Konstruksi 582   ,Jawa,  Bandung,  Carmix,Email,Fajar Nugroho   ,Closed Won,2024-10-31,2024-11-06,2024-11-08,15300000.0,,,4,1,1,1,1
LD-0220,2023-06-17,PT Mitra Konstruksi 221,Jawa,Bandung,Crane,Google Ads,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0455,2024-05-15,PT Mitra Konstruksi 456,Jawa,Sidoarjo,Crane,G-Ads,budi santoso,Closed Lost,2024-05-18,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0054,2022-10-06,PT Mitra Konstruksi 055,Sumatra,Medan,Carmix,WhatsApp,Sari Rahmawati,Closed Lost,2022-10-09,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0551,2024-09-23,PT Mitra Konstruksi 552,Jawa,Sidoarjo,ScissorLift,whatsapp,Vino J.,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0793,2025-08-17,PT Mitra Konstruksi 794,Bali,Denpassar,Scissor Lift,Email,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0911,2026-02-16,PT Mitra Konstruksi 912,,,Skylift,,,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0313,2023-11-17,PT Mitra Konstruksi 314,Sumatra,Medan,Scissor Lift,WhatsApp,Dewi Lestari,Closed Lost,2023-11-21,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0214,2023-06-07, PT Mitra Konstruksi 215 ,Jawa,Semarang, Boom Lift ,WhatsApp,Rina Wulandari   ,Closed Won,2023-06-11,15.06.2023,2023-06-26,33600000.0,,,4,1,1,1,1
LD-0904,2026-01-31,PT Mitra Konstruksi 905,Bali,Denpasar,Crane,WhatsApp,Vino Jayrasta,Closed Won,2026-02-06,2026-02-14,2026-02-19,62900000.0,,,4,1,1,1,1
LD-0990,2026-06-01,PT Mitra Konstruksi 991,Bali,Denpasar,Crane,WhatsApp,Rina Wulandari,Closed Won,2026-06-07,2026-06-16,2026-06-23,65300000.0,,,4,1,1,1,1
LD-0866,2025-12-31,PT Mitra Konstruksi 867,Sumatra,Medan,Scissor Lift,Google Ads,Andi Pratama,Closed Lost,2026-01-05,2026-01-12,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0972,2026-05-26,PT Mitra Konstruksi 973   ,Jawa, Gresik , Crane ,Referral,  Budi Santoso,Closed Lost,2026-05-27,2026-06-05,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0928,2026-03-08,PT Mitra Konstruksi 929,Jawa,Bandung,Boom Lift,WhatsApp,Fajar Nugroho,Closed Lost,2026-03-12,2026-03-15,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0376,2024-02-04,PT Mitra Konstruksi 377,Sumatra,Medan,Skylift,WhatsApp,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0815,2025-09-14,PT Mitra Konstruksi 816,Sumatra,Batam,Skylift,Website,Fajar Nugroho,Closed Lost,2025-09-16,2025-09-21,,,Negotiation,Price too high,5,1,1,1,0
LD-0944,2026-04-26,PT  Mitra Konstruksi 945,Jawa, Bandung , Boom Lift ,WhatsApp, Andi Pratama ,Closed Lost,2026-05-02,2026-05-07,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0454,2024-05-21,PT Mitra Konstruksi 455   ,Jawa, Surabaya ,  Boom Lift,WhatsApp,Budi Santoso   ,Closed Lost,2024-05-25,2024-05-27,,,Negotiation,Price too high,5,1,1,1,0
LD-0630,2025-01-21,PT Mitra Konstruksi 631,Bali,Badung,Boomlift,referal,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0977,2026-05-28,PT Mitra Konstruksi 978,Jawa,Surabya,Scissor Lift,WhatsApp,Sari Rahmawati,Closed Lost,2026-05-29,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-1005,2026-06-29,PT Mitra Konstruksi 1006,Jawa,Sidoarjo,Skylift,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0535,2024-09-21,PT Mitra Konstruksi 536,Jawa,Surabaya,Boom Lift,Google Ads,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0704,2025-04-11,PT Mitra Konstruksi 705,Jawa,Jakarta,Skylift,WhatsApp,Sari Rahmawati,Closed Lost,2025-04-12,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0938,2026-03-08,PT Mitra Konstruksi 939,jawa,Jakarta,Scissor Lift,referral,Fajar Nugroho,CLOSED WON,2026-03-09,2026-03-16,2026-03-26,12400000.0,,,4,1,1,1,1
LD-0589,2024-11-11,PT Mitra Konstruksi 590,Jawa,Surabaya,Crane,Google Ads,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0668,2025-02-19,PT Mitra Konstruksi 669,Jawa,Sidoarjo,Skylift,Email,Vino Jayrasta,Closed Lost,2025-02-25,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0545,2024-09-15,PT Mitra Konstruksi 546,Bali,Denpasar,Boom Lift,Referral,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0182,2023-04-30,PT Mitra Konstruksi 183,Jawa,Jakarta,CARMIX,whatsapp,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0408,2024-03-13,PT Mitra Konstruksi 409,Bali,Badung,Crane,Google Ads,Fajar Nugroho,Closed Won,2024-03-14,2024-03-20,2024-03-31,26600000.0,,,4,1,1,1,1
LD-0031,2022-09-09,PT Mitra Konstruksi 032,Bali,Gianyar,boom lift,email,Fajar Nugroho,Lead In,,,,,,,1,1,0,0,0
LD-0929,2026-03-05,PT Mitra Konstruksi 930   ,Bali,Gianyar   , BOOM LIFT ,Email, Budi Santoso ,CLOSED WON,2026-03-10,2026-03-19,2026-03-28,10400000.0,,,4,1,1,1,1
LD-0411,2024-03-30,PT Mitra Konstruksi 412,Jawa,Gresik,Boomlift,WA,andi pratama,Closed Lost,2024-04-03,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0512,2024-07-02,PT Mitra Konstruksi 513,Bali,Gianyar,Skylift,Email,Vino Jayrasta,Closed Lost,2024-07-04,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0832,2025-10-17,PT Mitra Konstruksi 833,Sumatra,Palembang,Skylift,WhatsApp,Dewi Lestari,Closed Lost,2025-10-23,2025-10-29,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0860,01-Dec-2025,PT Mitra Konstruksi 861,Bali,Denpasar,Skylift,Google Ads,Dewi Lestari,Closed Won,2025-12-06,2025-12-13,2025-12-23,10800000.0,,,4,1,1,1,1
